1	0.15020711388852862
2	0.12434917605585522
3	0.08526251051161024
4	0.055599751985735364
5	0.0435135919186804
6	0.03111808022691144
7	0.026569559549291927
8	0.03125932781646649
9	0.03116986243468192
10	0.030034444915751617
11	0.021841415928469762
12	0.020669937495970063
13	0.03146055278678735
14	0.031562051735818386
15	0.018278747383091185
16	0.023676016367971897
17	0.020455305102384753
18	0.014387960390498241
19	0.019879941828548908
20	0.01933382637798786
21	0.017193729368348915
22	0.025484003644022677
23	0.016178988644646272
24	0.011826641495443053
25	0.01468904104290737
26	0.014903042051527236
27	0.01742710762967666
28	0.01076903199363086
29	0.02190051657251186
30	0.01393829265402423
31	0.013670928828004334
32	0.01552578206691477
33	0.017010304300735395
34	0.010975288848082224
35	0.011188484935296906
36	0.01522358087822795
37	0.015230601394755973
38	0.016377792693674564
39	0.015203831510411369
40	0.014915075049632125
41	0.010288153568075763
42	0.01441951458238893
43	0.013901080056611035
44	0.010764615041100316
45	0.014483255748119619
46	0.0138619228059219
47	0.011830549376706282
48	0.013272907429685196
49	0.015843161795702245
50	0.01575932651758194
